text|created_at
Will be speaking to President Recep Tayyip Erdogan of Turkey this morning about bringing peace to the mess that I inherited in the Middle East. I will get it all done, but what a mistake, in lives and dollars (6 trillion), to be there in the first place!|11-24-2017 12:04:13
Can you believe that the disrespect for our Country, our Flag, our Anthem continues without penalty to the players. The Commissioner has lost control of the hemorrhaging league. Players are the boss! https://t.co/udXP5MR8BC|11-24-2017 11:48:58
Two great people! https://t.co/5cVnMhnmuH|11-24-2017 04:54:37
A great guy (with great ratings)! https://t.co/S0S6xqrjSC|11-24-2017 04:42:17
ObamaCare premiums are going up, up, up, just as I have been predicting for two years. ObamaCare is OWNED by the Democrats, and it is a disaster. But do not worry. Even though the Dems want to Obstruct, we will Repeal &amp; Replace right after Tax Cuts!|11-23-2017 23:18:00
My great honor to join our incredible men and women of the @USCG, at the Lake Worth Inlet Station, in Riviera Beach, Florida today!#HappyThanksgiving https://t.co/C35HR9opbP|11-23-2017 22:54:41
HAPPY THANKSGIVING! https://t.co/nQhi7XopMW|11-23-2017 15:35:13
Will be doing a live Thanksgiving Video Teleconference with Members of the Military at 9:00 A.M.  Afghanistan, Iraq, USS Monterey, Turkey &amp; Bahrain. Then going to Coast Guard Quarters, Florida.|11-23-2017 13:43:24
MAKE AMERICA GREAT AGAIN!|11-23-2017 11:44:36
@ThePlumLineGS MAKE AMERICA GREAT AGAIN!|11-23-2017 11:31:09
HAPPY THANKSGIVING, your Country is starting to do really well. Jobs coming back, highest Stock Market EVER, Military getting really strong, we will build the WALL, V.A. taking care of our Vets, great Supreme Court Justice, RECORD CUT IN REGS, lowest unemployment in 17 years....!|11-23-2017 11:28:32
....And it will get even better with Tax Cuts! https://t.co/75wozGJQoP|11-23-2017 02:06:57
I have long given the order to help Argentina with the Search and Rescue mission of their missing submarine. 45 people aboard and not much time left. May God be with them and the people of Argentina!|11-22-2017 21:32:18
51 Million American to travel this weekend - highest number in twelve years (AAA). Traffic and airports are running very smoothly!  @FoxNews|11-22-2017 21:25:11
The @USNavy is conducting search and rescue following aircraft crash. We are monitoring the situation. Prayers for all involved. https://t.co/1AxmegKqvu|11-22-2017 13:00:38
Will be having meetings and working the phones from the Winter White House in Florida (Mar-a-Lago). Stock Market hit new Record High yesterday - $5.5 trillion gain since E. Many companies coming back to the U.S. Military building up and getting very strong.|11-22-2017 11:51:22
Another Crooked Hillary Fan! https://t.co/1LidydhORD|11-22-2017 11:08:26
The NFL is now thinking about a new idea - keeping teams in the Locker Room during the National Anthem next season. That’s almost as bad as kneeling! When will the highly paid Commissioner finally get tough and smart? This issue is killing your league!.....|11-22-2017 10:48:10
...LaVar, you could have spent the next 5 to 10 years during Thanksgiving with your son in China, but no NBA contract to support you. But remember LaVar, shoplifting is NOT a little thing. It’s a really big deal, especially in China. Ungrateful fool!|11-22-2017 10:33:28
It wasn’t the White House, it wasn’t the State Department, it wasn’t father LaVar’s so-called people on the ground in China that got his son out of a long term prison sentence - IT WAS ME. Too bad! LaVar is just a poor man’s version of Don King, but without the hair. Just think..|11-22-2017 10:25:22
Today, we continued a wonderful American Tradition at the White House. Drumstick and Wishbone will live out their days in the beautiful Blue Ridge Mountains at Gobbler’s Rest... https://t.co/fsS8B8f5UR|11-21-2017 22:49:40
President Donald J. Trump and @FLOTUS Melania Participate in the Pardoning of the National Thanksgiving Turkey at the White House. https://t.co/Zauqz4jfWv|11-21-2017 18:25:24
Under President Trump unemployment rate will drop below 4%.  Analysts predict economic boom for 2018!  @foxandfriends and @Varneyco|11-20-2017 11:55:57
Marshawn Lynch of the NFL’s Oakland Raiders stands for the Mexican Anthem and sits down to boos for our National Anthem. Great disrespect! Next time NFL should suspend him for remainder of season. Attendance and ratings way down.|11-20-2017 11:25:38
Republican Senators are working very hard to get Tax Cuts and Tax Reform approved. Hopefully it will not be long and they do not want to disappoint the American public!|11-20-2017 02:21:24
Border Patrol Officer killed at Southern Border, another badly hurt. We will seek out and bring to justice those responsible. We will, and must, build the Wall!|11-20-2017 01:29:02
Big-game trophy decision will be announced next week but will be very hard pressed to change my mind that this horror show in any way helps conservation of Elephants or any other animal.|11-19-2017 23:57:10
Shoplifting is a very big deal in China, as it should be (5-10 years in jail), but not to father LaVar. Should have gotten his son out during my next trip to China instead. China told them why they were released. Very ungrateful!|11-19-2017 23:36:40
Sen. Jeff Flake(y), who is unelectable in the Great State of Arizona (quit race, anemic polls) was caught (purposely) on “mike” saying bad things about your favorite President. He’ll be a NO on tax cuts because his political career anyway is “toast.”|11-19-2017 23:22:17
Now that the three basketball players are out of China and saved from years in jail, LaVar Ball, the father of LiAngelo, is unaccepting of what I did for his son and that shoplifting is no big deal. I should have left them in jail!|11-19-2017 17:42:36
Crooked Hillary Clinton is the worst (and biggest) loser of all time. She just can’t stop, which is so good for the Republican Party. Hillary, get on with your life and give it another try in three years!|11-18-2017 13:31:47
Put big game trophy decision on hold until such time as I review all conservation facts. Under study for years. Will update soon with Secretary Zinke. Thank you!|11-18-2017 00:47:03
Today, it was an honor to celebrate the Collegiate National Champions of 2016/2017 at the @WhiteHouse! #NCAAChampions🏆Photos: https://t.co/Ecl2phhzyl https://t.co/w8jE24pLwa|11-17-2017 23:13:27
Together, we're going to restore safety to our streets and peace to our communities, and we're going to destroy the vile criminal cartel, #MS13, and many other gangs...'Hundreds arrested in MS-13 crackdown'https://t.co/Mp268d8RaU https://t.co/mrynwnTuoO|11-17-2017 15:03:16
If Democrats were not such obstructionists and understood the power of lower taxes, we would be able to get many of their ideas into Bill!|11-17-2017 11:00:43
Great numbers on Stocks and the Economy. If we get Tax Cuts and Reform, we'll really see some great results!|11-17-2017 10:29:37
.And to think that just last week he was lecturing anyone who would listen about sexual harassment and respect for women. Lesley Stahl tape?|11-17-2017 03:15:49
The Al Frankenstien picture is really bad, speaks a thousand words. Where do his hands go in pictures 2, 3, 4, 5 &amp; 6 while she sleeps? .....|11-17-2017 03:06:34
Big win today in the House for GOP Tax Cuts and Reform, 227-205. Zero Dems, they want to raise taxes much higher, but not for our military!|11-17-2017 02:57:19
Congratulations to the House of Representatives for passing the #TaxCutsandJobsAct — a big step toward fulfilling our promise to deliver historic TAX CUTS for the American people by the end of the year! https://t.co/8FjefMj6hh|11-16-2017 20:16:15
Need all on the UN Security Council to vote to renew the Joint Investigative Mechanism for Syria to ensure that Assad Regime does not commit mass murder with chemical weapons ever again.|11-16-2017 18:13:51
China is sending an Envoy and Delegation to North Korea - A big move, we'll see what happens!|11-16-2017 12:43:05
....your release possible and, HAVE A GREAT LIFE! Be careful, there are many pitfalls on the long and winding road of life!|11-16-2017 11:34:52
To the three UCLA basketball players I say:  You're welcome, go out and give a big Thank You to President Xi Jinping of China who made.....|11-16-2017 11:30:14
Big vote tomorrow in the House. Tax cuts are getting close!|11-16-2017 02:14:35
Why are Democrats fighting massive tax cuts for the middle class and business (jobs)? The reason: Obstruction and Delay!|11-16-2017 02:11:45
It is actually hard to believe how naive (or dumb) the Failing @nytimes is when it comes to foreign policy...weak and ineffective!|11-15-2017 16:52:33
...They should realize that these relationships are a good thing, not a bad thing. The U.S. is being respected again. Watch Trade!|11-15-2017 16:39:16
The failing @nytimes hates the fact that I have developed a great relationship with World leaders like Xi Jinping, President of China.....|11-15-2017 16:35:39
Do you think the three UCLA Basketball Players will say thank you President Trump? They were headed for 10 years in jail!|11-15-2017 15:11:53
Thank you! https://t.co/EQMwv1XbiM|11-15-2017 10:58:18
Thank you, working hard! https://t.co/TmNdNPBJ3m|11-15-2017 10:53:42
While in the Philippines I was forced to watch @CNN, which I have not done in months, and again realized how bad, and FAKE, it is. Loser!|11-15-2017 10:45:39
.@foxandfriends will be showing much of our successful trip to Asia, and the friendships &amp; benefits that will endure for years to come!|11-15-2017 10:40:02
Our great country is respected again in Asia. You will see the fruits of our long but successful trip for many years to come!|11-15-2017 10:30:58
Just returned from Asia after 12 very successful days. Great to be home!|11-15-2017 04:42:16
May God be with the people of Sutherland Springs, Texas. The FBI and Law Enforcement has arrived.|11-15-2017 04:34:46
THANK YOU ASIA! #USA🇺🇸 https://t.co/FziKSbrzcu|11-14-2017 17:39:54
THANK YOU to the amazing staff and their families of the United States Embassy in the Philippines. Keep up the GREAT WORK! https://t.co/3ABVXTsJM0|11-14-2017 09:11:51
One of the most accurate polls last time around. But #FakeNews likes to say we’re in the 30’s. They are wrong. Some people think numbers could be in the 50's. Together, WE will MAKE AMERICA GREAT AGAIN! https://t.co/YhrwkdObhP|11-14-2017 08:07:29
I will be making a major statement from the @WhiteHouse upon my return to D.C. Time and date to be set.|11-14-2017 06:23:12
Just arrived at #ASEAN50 in the Philippines for my final stop with World Leaders. Will lead to FAIR TRADE DEALS, unlike the horror shows from past Administrations. Will then be leaving for D.C. Made many good friends!|11-14-2017 05:26:45
After my tour of Asia, all Countries dealing with us on TRADE know that the rules have changed. The United States has to be treated fairly and in a reciprocal fashion. The massive TRADE deficits must go down quickly!|11-14-2017 05:20:31
Great to see @RandPaul looking well and back on the Senate floor. He will help us with TAX CUTS and REFORM!|11-14-2017 05:08:19
Excited to be heading home to see the House pass a GREAT Tax Bill with the middle class getting big TAX CUTS!#MakeAmericaGreatAgain🇺🇸|11-14-2017 02:21:14
I am proud of the Rep. House &amp; Senate for working so hard on cutting taxes {&amp; reform.} We’re getting close! Now, how about ending the unfair &amp; highly unpopular Indiv Mandate in OCare &amp; reducing taxes even further? Cut top rate to 35% w/all of the rest going to middle income cuts?|11-13-2017 15:06:01
Happy to announce, I am nominating Alex Azar to be the next HHS Secretary. He will be a star for better healthcare and lower drug prices!|11-13-2017 14:57:02
Will be leaving the Philippines tomorrow after many days of constant mtgs &amp; work in order to #MAGA! My promises are rapidly being fulfilled.|11-13-2017 12:33:24
Great day of bilateral meetings at #ASEANSummit on trade, which we are turning around to be great deals for our country! https://t.co/2ahAvm4n9s|11-13-2017 12:29:06
Thank you! https://t.co/TD0rYcWN8C|11-12-2017 14:29:22
We had a wonderful visit to Vietnam, thank you President Tran Dai Quang! Heading to the #ASEANSummit 50th Anniv Gala in the Philippines now. https://t.co/WfSd8EE3Nm|11-12-2017 11:20:20
Just landed in the Philippines after a great day of meetings and events in Hanoi, Vietnam! https://t.co/YxHRNhhPWo|11-12-2017 10:21:06
Just landed in the Philippines after a great day of meetings and events in Hanoi, Vietnam!|11-12-2017 10:06:58
Why would Kim Jong-un insult me by calling me "old," when I would NEVER call him "short and fat?" Oh well, I try so hard to be his friend - and maybe someday that will happen!|11-12-2017 00:48:01
Does the Fake News Media remember when Crooked Hillary Clinton, as Secretary of State, was begging Russia to be our friend with the misspelled reset button? Obama tried also, but he had zero chemistry with Putin.|11-12-2017 00:43:36
When will all the haters and fools out there realize that having a good relationship with Russia is a good thing, not a bad thing. There always playing politics - bad for our country. I want to solve North Korea, Syria, Ukraine, terrorism, and Russia can greatly help!|11-12-2017 00:18:32
Met with President Putin of Russia who was at #APEC meetings. Good discussions on Syria. Hope for his help to solve, along with China the dangerous North Korea crisis. Progress being made.|11-12-2017 00:16:05
Will be doing a joint press conference in Hanoi, Vietnam then heading for final destination of trip, the Phillipines.|11-11-2017 23:35:39
President Xi of China has stated that he is upping the sanctions against #NoKo. Said he wants them to denuclearize. Progress is being made.|11-11-2017 23:32:25
“Presidential Proclamation Commemorating the 50th Anniversary of the Vietnam War” ➡️https://t.co/hgUQP9leqK ➡️https://t.co/9C0yyIv9Ws https://t.co/f9snmRUA4a|11-11-2017 12:35:46
On this wonderful Veterans Day, I want to express the incredible gratitude of the entire American Nation to our GREAT VETERANS. Thank you! https://t.co/GhQbCA7yII|11-11-2017 12:11:53
On behalf of an entire nation, Happy 242nd Birthday to the men and women of the United States Marines!#USMC242 #SemperFi https://t.co/ecgoSJP5Uc|11-10-2017 12:57:23
The United States has been reminded time and again in recent years that economic security is not merely RELATED to national security - economic security IS national security. It is vital to our national strength. #APEC2017 https://t.co/8gKQUhit2X|11-10-2017 10:43:48
The United States has been reminded time and again in recent years that economic security is not merely RELATED to national security -economic security IS national security. It is vital to our national strength. #APEC2017 https://t.co/mGPeyZEyqm|11-10-2017 10:31:32
The United States is prepared to work with each of the leaders in this room today to achieve mutually beneficial commerce that is in the interests of both your countries and mine. That is the message I am here to deliver today. #APEC2017 https://t.co/CM3Hqt16A8|11-10-2017 10:26:22
Today I am here to offer a renewed partnership with America -- to work together to strengthen the bonds of friendship and commerce between all of the nations of the Indo-Pacific, and together, to promote our prosperity and security. #APEC2017 https://t.co/gN2YbS9CYB|11-10-2017 10:06:37
In more and more places throughout this region, citizens of SOVEREIGN and INDEPENDENT nations have taken greater control of their destinies, and unlocked the potential of their people. #APEC2017 https://t.co/a570IIGe0I|11-10-2017 09:50:25
Throughout my travels, I've had the pleasure of sharing the good news from America. I've had the honor of sharing our vision for a free &amp; open Indo-Pacific -- a place where sovereign &amp; independent nations, w/diverse cultures &amp; many different dreams, can all prosper side-by-side. https://t.co/qBOCY3u7YV|11-10-2017 09:32:07
Just landed in Da Nang, Vietnam to deliver a speech at #APEC2017|11-10-2017 05:45:36
I am leaving China for #APEC2017 in Vietnam. @FLOTUS Melania is staying behind to see the zoo, and of course, the Great WALL of China before going to Alaska to greet our AMAZING troops.|11-10-2017 01:17:15
My meetings with President Xi Jinping were very productive on both trade and the subject of North Korea. He is a highly respected and powerful representative of his people. It was great being with him and Madame Peng Liyuan!|11-09-2017 23:44:17
I don’t blame China, I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on trade leading up to a point where the U.S. is losing $100's of billions. How can you blame China for taking advantage of people that had no clue? I would've done same!|11-09-2017 23:39:56
In the coming months and years ahead I look forward to building an even STRONGER relationship between the United States and China. 🇺🇸🇨🇳 https://t.co/mK3SB7t3EV|11-09-2017 13:58:32
President Xi, thank you for such an incredible welcome ceremony. It was a truly memorable and impressive display! 📸https://t.co/J9x51h1LBe https://t.co/g4Z7mO5cV9|11-09-2017 07:08:33
Congratulations to all of the ”DEPLORABLES” and the millions of people who gave us a MASSIVE (304-227) Electoral College landslide victory! https://t.co/7ifv5gT7Ur|11-08-2017 18:17:41
Looking forward to a full day of meetings with President Xi and our delegations tomorrow. THANK YOU for the beautiful welcome China! @FLOTUS Melania and I will never forget it! https://t.co/sQoUWIGAiQ|11-08-2017 15:40:40
NoKo has interpreted America's past restraint as weakness. This would be a fatal miscalculation. Do not underestimate us. AND DO NOT TRY US. https://t.co/4llqLrNpK3|11-08-2017 15:15:08
On behalf of @FLOTUS Melania and I, THANK YOU for an unforgettable afternoon and evening at the Forbidden City in Beijing, President Xi and Madame Peng Liyuan. We are looking forward to rejoining you tomorrow morning! https://t.co/ma0F7SHbVU|11-08-2017 14:27:18
Leaving South Korea now heading to China. Looking very much forward to meeting and being with President Xi!|11-08-2017 04:57:40
Together, we dream of a Korea that is free, a peninsula that is safe, and families that are reunited once again! https://t.co/9tsZRCC83j|11-08-2017 03:43:59
Anyone who doubts the strength or determination of the U.S. should look to our past....and you will doubt it no longer. https://t.co/zyuYc0fIH6|11-08-2017 03:14:34
The North Korean regime has pursued its nuclear &amp; ballistic missile programs in defiance of every assurance, agreement, &amp; commmitment it has made to the U.S. and its allies. It's broken all of those commitments... https://t.co/xJ4jUpA8d8|11-08-2017 03:12:17
The U.S., under my administration, is completely rebuilding its military, and they're spending hundreds of billions of dollars to the newest and finest military equipment anywhere in the world, being built right now. I want peace through strength! https://t.co/2YXkIvRIFi|11-08-2017 03:09:37
Join me LIVE in South Korea🇺🇸🇰🇷#NationalAssembly #POTUSinAsia ➡️https://t.co/M3iEhPdkas https://t.co/hSxdtd2UnY|11-08-2017 02:14:20
Ed Gillespie worked hard but did not embrace me or what I stand for. Don’t forget, Republicans won 4 out of 4 House seats, and with the economy doing record numbers, we will continue to win, even bigger than before!|11-08-2017 01:40:37
Getting ready to make a major speech to the National Assembly here in South Korea, then will be headed to China where I very much look forward to meeting with President Xi who is just off his great political victory.|11-08-2017 01:00:15
Thank you to all Americans who participated in Nat'l Rx Drug Take Back Day. A record amount of drugs collected &amp; disposed. We can do this!|11-07-2017 21:50:07
Franklin, such a great photo. HAPPY 99th BIRTHDAY to your father, @BillyGraham! https://t.co/l0c7RvvOa1|11-07-2017 14:30:54
.@EdWGillespie will totally turn around the high crime and poor economic performance of VA. MS-13 and crime will be gone. Vote today, ASAP!|11-07-2017 10:56:55
....and has been horrible on Virginia economy. Vote @EdWGillespie today!|11-07-2017 10:53:19
Ralph Northam will allow crime to be rampant in Virginia. He’s weak on crime, weak on our GREAT VETS, Anti-Second Amendment....|11-07-2017 10:53:04
....is making. Working very hard on TAX CUTS for the middle class, companies and jobs!|11-07-2017 10:37:30
Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration....|11-07-2017 10:37:01
Thank you to President Moon of South Korea for the beautiful welcoming ceremony. It will always be remembered. https://t.co/bMvJz1iV2a|11-07-2017 10:25:31
It was my great honor to have lunch with our INCREDIBLE U.S. and ROK troops at Camp Humphreys, in South Korea. 🇺🇸🇰🇷 https://t.co/5NJirz4iNM https://t.co/kNLyONhBCC|11-07-2017 07:39:54
....Some of those they are harshly treating have been “milking” their country for years!|11-06-2017 23:05:14
I have great confidence in King Salman and the Crown Prince of Saudi Arabia, they know exactly what they are doing....|11-06-2017 23:03:35
Getting ready to leave for South Korea and meetings with President Moon, a fine gentleman. We will figure it all out!|11-06-2017 21:28:20
My visit to Japan and friendship with PM Abe will yield many benefits, for our great Country. Massive military &amp; energy orders happening+++!|11-06-2017 21:15:32
The state of Virginia economy, under Democrat rule, has been terrible. If you vote Ed Gillespie tomorrow, it will come roaring back!|11-06-2017 21:12:15
#USA🇺🇸 #Japan🇯🇵 https://t.co/EvxFqAVnFS|11-06-2017 13:09:30
...Americans do what we do best: we pull together. We join hands. We lock arms and through the tears and the sadness, we stand strong... https://t.co/qkCPgtKGkA|11-06-2017 04:48:25
May God be w/ the people of Sutherland Springs, Texas. The FBI &amp; law enforcement are on the scene. I am monitoring the situation from Japan.|11-05-2017 20:06:34
Heading into the 12 days with great negotiating strength because of our tremendous economy. https://t.co/4HnXkR3EhW|11-05-2017 07:37:08
It was a true honor to be at Yokota Air Base with our GREAT @USForcesJapan! https://t.co/KEXnIkkQks|11-05-2017 07:28:31
Playing golf with Prime Minister Abe and Hideki Matsuyama, two wonderful people! https://t.co/vYLULe0o2K|11-05-2017 06:25:16
Just gave a speech to the great men and women at Yokota Air Base in Tokyo, Japan. Leaving to see Prime Minister Abe. https://t.co/6LRAgojvDB|11-05-2017 02:59:05
I am landing shortly. Can’t wait to be with our GREAT MILITARY. See you soon! https://t.co/AVLrrOxmm4|11-05-2017 00:43:08
Would very much appreciate Saudi Arabia doing their IPO of Aramco with the New York Stock Exchange. Important to the United States!|11-04-2017 12:49:26
Unemployment is down to 4.1%, lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Market ever, up $5.4 trill|11-04-2017 12:35:00
Thank you to our GREAT Military/Veterans and @PacificCommand.Remember #PearlHarbor. Remember the @USSArizona!A day I’ll never forget. https://t.co/CMkB0kTkSc|11-04-2017 07:08:25
Thank you for such a beautiful welcome Hawaii. My great honor to visit @PacificCommand upon arrival. Heading to Pearl Harbor w/ @FLOTUS now. https://t.co/6gDME9cmnS|11-04-2017 03:07:20
Getting ready to land in Hawaii. Looking so much forward to meeting with our great Military/Veterans at Pearl Harbor!|11-03-2017 22:44:39
The decision on Sergeant Bergdahl is a complete and total disgrace to our Country and to our Military.|11-03-2017 16:54:59
JOBS, JOBS, JOBS! https://t.co/twUNktGbnb|11-03-2017 16:22:11
The rigged Dem Primary, one of the biggest political stories in years, got ZERO coverage on Fake News Network TV last night. Disgraceful!|11-03-2017 16:09:52
Just took off for ceremony @ Pearl Harbor. Will then be heading to Japan, SKorea, China, Vietnam &amp; the Philippines. Will never let you down!|11-03-2017 14:45:56
I always felt I would be running and winning against Bernie Sanders, not Crooked H, without cheating, I was right.|11-03-2017 14:29:55
Bernie Sanders supporters have every right to be apoplectic of the complete theft of the Dem primary by Crooked Hillary!|11-03-2017 14:28:34
...Based on that, the Military has hit ISIS "much harder" over the last two days. They will pay a big price for every attack on us!|11-03-2017 12:11:33
ISIS just claimed the Degenerate Animal who killed, and so badly wounded, the wonderful people on the West Side, was "their soldier." .....|11-03-2017 12:03:50
Pocahontas just stated that the Democrats, lead by the legendary Crooked Hillary Clinton, rigged the Primaries! Lets go FBI &amp; Justice Dept.|11-03-2017 11:55:29
The real story on Collusion is in Donna B's new book. Crooked Hillary bought the DNC &amp; then stole the Democratic Primary from Crazy Bernie!|11-03-2017 11:48:10
....People are angry.  At some point the Justice Department, and the FBI, must do what is right and proper. The American public deserves it!|11-03-2017 11:11:33
...New Donna B book says she paid for and stole the Dem Primary. What about the deleted E-mails, Uranium, Podesta, the Server, plus, plus...|11-03-2017 11:03:59
Everybody is asking why the Justice Department (and FBI) isn't looking into all of the dishonesty going on with Crooked Hillary &amp; the Dems..|11-03-2017 10:57:47
My Twitter account was taken down for 11 minutes by a rogue employee. I guess the word must finally be getting out-and having an impact.|11-03-2017 10:51:51
I will be interviewed by @IngrahamAngle on @FoxNews at 10:00. Enjoy!|11-03-2017 01:29:54
The @TuckerCarlson opening statement about our once cherished and great FBI was so sad to watch. James Comey's leadership was a disaster!|11-03-2017 01:26:48
....This is real collusion and dishonesty. Major violation of Campaign Finance Laws and Money Laundering - where is our Justice Department?|11-03-2017 00:48:09
Donna Brazile just stated the DNC RIGGED the system to illegally steal the Primary from Bernie Sanders. Bought and paid for by Crooked H....|11-03-2017 00:39:57
Great Tax Cut rollout today. The lobbyists are storming Capital Hill, but the Republicans will hold strong and do what is right for America!|11-03-2017 00:05:07
Today, it was my pleasure and great honor to announce my nomination of Jerome Powell to be the next Chairman of the @FederalReserve. https://t.co/6aDuRy3zws|11-02-2017 22:35:43
Broadcom's move to America=$20 BILLION of annual rev into U.S.A., $3+ BILLION/yr. in research/engineering &amp; $6 BILLION/yr. in manufacturing. https://t.co/NsJ4PtVTtl|11-02-2017 20:33:18
Today, we are thrilled to welcome @Broadcom CEO Hock Tan to the WH to announce he is moving their HQ’s from Singapore back to the U.S.A..... https://t.co/WrqUXBndyZ|11-02-2017 19:58:56
Congress must end chain migration so that we can have a system that is SECURITY BASED! We need to make AMERICA SAFE! #USA🇺🇸 https://t.co/d7L1YW5iVY|11-02-2017 18:43:47
I am calling on Congress to TERMINATE the diversity visa lottery program that presents significant vulnerabilities to our national security. https://t.co/tW4wOlI4vu|11-02-2017 18:33:47
Congratulations to the Houston @Astros, 2017 #WorldSeries Champions⚾️#HoustonStrong #EarnHistory https://t.co/BP7OEzdhFi|11-02-2017 17:31:32
...There is also something appropriate about keeping him in the home of the horrible crime he committed. Should move fast. DEATH PENALTY!|11-02-2017 11:54:36
Would love to send the NYC terrorist to Guantanamo but statistically that process takes much longer than going through the Federal system...|11-02-2017 11:50:46
NYC terrorist was happy as he asked to hang ISIS flag in his hospital room. He killed 8 people, badly injured 12. SHOULD GET DEATH PENALTY!|11-02-2017 03:43:18
Great mtg w/ @Cabinet today. Tomorrow, I will be announcing the new head of the Fed. I think you will be extremely impressed by this person! https://t.co/5ASJVLGAiG|11-02-2017 03:21:56
Happy birthday to @garyplayer, a truly great Champion and Person!|11-02-2017 02:45:57
It is finally happening for our great clean coal miners! https://t.co/suAnjs6Ccz|11-02-2017 02:30:43
The United States will be immediately implementing much tougher Extreme Vetting Procedures. The safety of our citizens comes first!|11-02-2017 02:19:44
Just spoke to President Macri of Argentina about the five proud and wonderful men killed in the West Side terror attack. God be with them!|11-02-2017 02:09:21
CHAIN MIGRATION must end now! Some people come in, and they bring their whole family with them, who can be truly evil. NOT ACCEPTABLE! https://t.co/PQGeTTdRtX|11-01-2017 23:03:26
@SenateMajLdr @SenateGOP ...and Appeals Court Judges at a record clip! Our courts are rapidly changing for the better!|11-01-2017 22:03:27
Thanks to @SenateMajLdr McConnell and the @SenateGOP we are appointing high-quality Federal District...|11-01-2017 22:03:19
Thank you to the GREAT NYPD, First Responders and all govt officials for having handled the terrible West Side attack so professionally! https://t.co/imPIdOzjAn|11-01-2017 21:14:33
@NYGovCuomo @NYCMayor ...fully supports any and all of their efforts with respect to the West Side attack. #NYCStrong|11-01-2017 20:14:27
Just spoke with @NYGovCuomo and @NYCMayor de Blasio to let them know that the federal government...|11-01-2017 20:14:17
We mourn the horrifying terrorist attack in NYC. All of America is praying and grieving for the families who lost their precious loved ones. https://t.co/WZFHXoJE3K|11-01-2017 19:26:47
....for the Middle Class. The House and Senate should consider ASAP as the process of final approval moves along. Push Biggest Tax Cuts EVER|11-01-2017 15:03:29
Wouldn't it be great to Repeal the very unfair and unpopular Individual Mandate in ObamaCare and use those savings for further Tax Cuts.....|11-01-2017 14:59:43
#NYCStrong #USA🇺🇸 https://t.co/6K3Xw5P87d|11-01-2017 13:30:32
"Senator Chuck Schumer helping to import Europes problems" said Col.Tony Shaffer. We will stop this craziness!  @foxandfriends|11-01-2017 11:40:14
We are fighting hard for Merit Based immigration, no more Democrat Lottery Systems. We must get MUCH tougher (and smarter).  @foxandfriends|11-01-2017 11:30:48
The terrorist came into our country through what is called the "Diversity Visa Lottery Program," a Chuck Schumer beauty. I want merit based.|11-01-2017 11:24:32
I have just ordered Homeland Security to step up our already Extreme Vetting Program. Being politically correct is fine, but not for this!|11-01-2017 01:26:22
The Republican House members are working hard (and late) toward the Massive Tax Cuts that they know you deserve. These will be biggest ever!|11-01-2017 01:22:20
My thoughts, condolences and prayers to the victims and families of the New York City terrorist attack. God and your country are with you!|10-31-2017 22:57:40
We must not allow ISIS to return, or enter, our country after defeating them in the Middle East and elsewhere. Enough!|10-31-2017 22:31:45
In NYC, looks like another attack by a very sick and deranged person. Law enforcement is following this closely. NOT IN THE U.S.A.!|10-31-2017 21:30:04
U.S. COAL PRODUCTIONUp📈7.8% past year. Down📉31.5% last 10 years. #EndingWarOnCoal https://t.co/xr20OBb2DV|10-31-2017 19:41:25
“Home Prices Reach New All-Time Highs in August” Read more: https://t.co/XzJiZgGQ8R https://t.co/STBtR6mO2j|10-31-2017 19:14:31
"Consumer Confidence Hits Highest Level Since December 2000" Read more: https://t.co/w7WkcobFun https://t.co/nLo5XCnuIx|10-31-2017 18:11:11
Wishing everyone a safe and Happy Halloween!#Halloween2017 https://t.co/BRpgXVRI8Y|10-31-2017 16:08:36
Thank you @LuisRiveraMarin! https://t.co/BK7sDv9phU|10-31-2017 15:48:22
“Statement by President Trump on the Apprehension of Mustafa al-Imam for His Alleged Role in Benghazi Attacks” https://t.co/2U7WJmfGlM|10-31-2017 14:46:24
....earth shattering. He and his brother could Drain The Swamp, which would be yet another campaign promise fulfilled. Fake News weak!|10-31-2017 14:10:42
The biggest story yesterday, the one that has the Dems in a dither, is Podesta running from his firm. What he know about Crooked Dems is....|10-31-2017 14:06:27
I hope people will start to focus on our Massive Tax Cuts for Business (jobs) and the Middle Class (in addition to Democrat corruption)!|10-31-2017 12:21:06
....came to the campaign. Few people knew the young, low level volunteer named George, who has already proven to be a liar. Check the DEMS!|10-31-2017 12:16:08
The Fake News is working overtime. As Paul Manaforts lawyer said, there was "no collusion" and events mentioned took place long before he...|10-31-2017 12:09:41
....Also, there is NO COLLUSION!|10-30-2017 14:28:10
Sorry, but this is years ago, before Paul Manafort was part of the Trump campaign. But why aren't Crooked Hillary &amp; the Dems the focus?????|10-30-2017 14:25:09
Great job by MichaelCaputo on @foxandfriends.|10-30-2017 11:50:26
Report out that Obama Campaign paid $972,000 to Fusion GPS. The firm also got $12,400,000 (really?) from DNC. Nobody knows who OK'd!|10-30-2017 11:37:36
All of this "Russia" talk right when the Republicans are making their big push for historic Tax Cuts &amp; Reform. Is this coincidental? NOT!|10-29-2017 14:48:09
